[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,tipping-point,mean-utility
68,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0.03,-0.06,0.06
69,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0.029,-0.06,0.06
70,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0.034,-0.06,0.06
71,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.036,-0.06,0.06
72,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.035,-0.06,0.06
73,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.034,-0.06,0.06
74,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.034,-0.06,0.06
75,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.043,-0.06,0.06
76,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.038,-0.06,0.06
77,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.044,-0.06,0.06
78,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.044,-0.06,0.06
79,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.045,-0.06,0.06
80,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.059,-0.06,0.06
81,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,0.084,-0.06,0.06
82,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,0.118,-0.06,0.06
83,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,0.172,-0.06,0.06
84,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,0.224,-0.06,0.06
85,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,0.318,-0.06,0.06
86,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,0.406,-0.06,0.06
87,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,0.484,-0.06,0.06
88,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,0.581,-0.06,0.06
89,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,0.647,-0.06,0.06
90,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,0.745,-0.06,0.06
91,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,0.825,-0.06,0.06
92,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,0.856,-0.06,0.06
93,FALSE,-4,1,6.15,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,0.893,-0.06,0.06
94,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0.009,-0.08,0.08
95,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0.018,-0.08,0.08
96,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0.009,-0.08,0.08
97,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0.007,-0.08,0.08
98,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0.006,-0.08,0.08
99,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0.012,-0.08,0.08
100,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0.012,-0.08,0.08
101,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0.006,-0.08,0.08
102,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.009,-0.08,0.08
103,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.007,-0.08,0.08
104,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.003,-0.08,0.08
105,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.006,-0.08,0.08
106,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.009,-0.08,0.08
107,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.015,-0.08,0.08
108,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.014,-0.08,0.08
109,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.021,-0.08,0.08
110,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.031,-0.08,0.08
111,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.079,-0.08,0.08
112,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,0.108,-0.08,0.08
113,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,0.158,-0.08,0.08
114,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,0.255,-0.08,0.08
115,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,0.348,-0.08,0.08
116,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,0.456,-0.08,0.08
117,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,0.545,-0.08,0.08
118,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,0.634,-0.08,0.08
119,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,0.722,-0.08,0.08
120,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,0.804,-0.08,0.08
121,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,0.848,-0.08,0.08
122,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,0.895,-0.08,0.08
123,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,0.939,-0.08,0.08
124,FALSE,-4,1,6.2,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,0.968,-0.08,0.08
125,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0,-0.09,0.1
126,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0.001,-0.09,0.1
127,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0.002,-0.09,0.1
128,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0.001,-0.09,0.1
129,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0.001,-0.09,0.1
130,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0.001,-0.09,0.1
131,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0.005,-0.09,0.1
132,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0.002,-0.09,0.1
133,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.001,-0.09,0.1
134,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0,-0.09,0.1
135,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.001,-0.09,0.1
136,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.001,-0.09,0.1
137,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.002,-0.09,0.1
138,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.006,-0.09,0.1
139,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.019,-0.09,0.1
140,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.039,-0.09,0.1
141,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.079,-0.09,0.1
142,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.122,-0.09,0.1
143,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,0.185,-0.09,0.1
144,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,0.271,-0.09,0.1
145,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,0.417,-0.09,0.1
146,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,0.488,-0.09,0.1
147,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,0.614,-0.09,0.1
148,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,0.707,-0.09,0.1
149,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,0.805,-0.09,0.1
150,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,0.854,-0.09,0.1
151,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,0.902,-0.09,0.1
152,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,0.936,-0.09,0.1
153,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,0.953,-0.09,0.1
154,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,0.969,-0.09,0.1
155,FALSE,-4,1,6.25,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,0.983,-0.09,0.1
156,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0,-0.11,0.12
157,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0,-0.11,0.12
158,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0.001,-0.11,0.12
159,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0,-0.11,0.12
160,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0,-0.11,0.12
161,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0,-0.11,0.12
162,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0,-0.11,0.12
163,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0,-0.11,0.12
164,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0,-0.11,0.12
165,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.001,-0.11,0.12
166,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.002,-0.11,0.12
167,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0,-0.11,0.12
168,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.008,-0.11,0.12
169,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.022,-0.11,0.12
170,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.04,-0.11,0.12
171,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.1,-0.11,0.12
172,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.149,-0.11,0.12
173,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.263,-0.11,0.12
174,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,0.321,-0.11,0.12
175,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,0.458,-0.11,0.12
176,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,0.573,-0.11,0.12
177,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,0.67,-0.11,0.12
178,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,0.767,-0.11,0.12
179,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,0.824,-0.11,0.12
180,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,0.893,-0.11,0.12
181,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,0.923,-0.11,0.12
182,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,0.962,-0.11,0.12
183,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,0.976,-0.11,0.12
184,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,0.986,-0.11,0.12
185,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,0.994,-0.11,0.12
186,FALSE,-4,1,6.3,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,0.995,-0.11,0.12
187,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0,-0.12,0.14
188,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0,-0.12,0.14
189,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0,-0.12,0.14
190,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0,-0.12,0.14
191,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0,-0.12,0.14
192,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0,-0.12,0.14
193,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0,-0.12,0.14
194,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0,-0.12,0.14
195,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0,-0.12,0.14
196,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.001,-0.12,0.14
197,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.003,-0.12,0.14
198,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.011,-0.12,0.14
199,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.027,-0.12,0.14
200,FALSE,-4,1,6.35,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.053,-0.12,0.14
