[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,average payoff,yerrormin,yerrormax
380,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.85,FALSE,1000,0.876,0.8714,0.846,0.905
381,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.864,0.8699,0.846,0.905
382,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.853,0.8699,0.846,0.905
383,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.872,0.8699,0.846,0.905
384,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.866,0.8699,0.846,0.905
385,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.872,0.8699,0.846,0.905
386,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.877,0.8699,0.846,0.905
388,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.879,0.8699,0.846,0.905
389,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.873,0.8699,0.846,0.905
390,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.864,0.8699,0.846,0.905
387,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.9,FALSE,1000,0.879,0.8699,0.846,0.905
391,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.881,0.8725,0.846,0.905
392,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.858,0.8725,0.846,0.905
393,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.886,0.8725,0.846,0.905
394,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.863,0.8725,0.846,0.905
395,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.86,0.8725,0.846,0.905
396,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.859,0.8725,0.846,0.905
397,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.892,0.8725,0.846,0.905
398,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.872,0.8725,0.846,0.905
399,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.875,0.8725,0.846,0.905
400,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,0.95,FALSE,1000,0.879,0.8725,0.846,0.905
401,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.886,0.866,0.844,0.886
402,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.866,0.866,0.844,0.886
403,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.868,0.866,0.844,0.886
404,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.856,0.866,0.844,0.886
405,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.844,0.866,0.844,0.886
407,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.88,0.866,0.844,0.886
406,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.87,0.866,0.844,0.886
408,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.867,0.866,0.844,0.886
410,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.861,0.866,0.844,0.886
409,FALSE,-4,1,6.1,1,0.4,rational,manual,0.01,1001,QV,0.5,1,FALSE,1000,0.862,0.866,0.844,0.886
