"BehaviorSpace results (NetLogo 6.1.1)"
"QV.nlogo"
"passionate-minority-pmp-correlation"
"11/30/2020 12:21:24:212 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","payoff-include-votes-cost?","majority-mean-utility","majority-utility-stdev","minority-mean-utility","minority-utility-stdev","minority-fraction","behavior-under-qv","calibration","variance-of-pmp","number-of-voters","voting-mechanism","marginal-pivotality","utility-pmp-correlation","limit-votes?","[step]","mean payoff-sign-list"
"498","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.6","false","1000","0.011"
"499","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.6","false","1000","0.008"
"501","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"500","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.6","false","1000","0.007"
"502","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"503","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"504","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"505","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.011"
"506","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"507","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.011"
"508","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"510","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.003"
"511","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"509","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"512","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"513","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"514","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"515","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.012"
"516","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"517","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.012"
"518","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"519","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"520","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"521","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"522","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.004"
"523","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"524","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"526","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"525","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.004"
"527","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"528","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"530","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"529","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.014"
"531","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"532","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"533","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"534","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"535","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"536","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"537","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"538","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"539","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.011"
"540","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"541","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"542","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"543","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"544","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"545","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"546","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"547","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"548","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.013"
"549","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"550","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"552","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"551","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"553","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"554","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"555","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"557","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"556","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"558","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.004"
"559","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.014"
"560","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"561","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"562","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.004"
"563","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"564","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"566","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"565","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"567","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.011"
"568","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"569","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.017"
"570","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"571","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"572","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.012"
"573","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.004"
"574","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.003"
"575","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.003"
"576","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"577","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"578","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.012"
"579","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"580","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"581","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"582","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"583","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"584","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"585","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.012"
"586","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"587","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"588","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"589","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"590","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.01"
"591","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"592","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.006"
"593","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.009"
"594","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"595","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.011"
"596","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"597","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.012"
"598","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.008"
"599","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.005"
"600","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.5","false","1000","0.007"
"601","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"603","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"602","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"604","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.01"
"605","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.004"
"606","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"607","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"608","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"609","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"610","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"611","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"612","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"613","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"614","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"616","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"615","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"617","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.005"
"618","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"619","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"621","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"620","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"622","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.003"
"624","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"623","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"625","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.01"
"626","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"627","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"628","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.012"
"629","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"630","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.01"
"632","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.004"
"631","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"633","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.01"
"634","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"635","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"636","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.005"
"637","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"638","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"639","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.002"
"640","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.01"
"641","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"642","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"643","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"644","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.005"
"645","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"646","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"647","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"648","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.005"
"649","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"650","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"651","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"652","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"654","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.012"
"653","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"655","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"656","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"657","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"658","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"659","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"660","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.012"
"661","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"662","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.003"
"663","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"664","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.016"
"665","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"667","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"668","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.005"
"666","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"669","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"671","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"670","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"672","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"673","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"674","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.004"
"675","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.012"
"676","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.013"
"677","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"679","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.002"
"678","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"680","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.004"
"681","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"682","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.014"
"683","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"684","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"685","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.011"
"686","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"687","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.001"
"688","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"689","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.006"
"690","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"691","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"692","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.01"
"693","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"694","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.01"
"695","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.004"
"696","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.003"
"697","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"698","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.008"
"699","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.007"
"700","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.4","false","1000","0.009"
"701","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.01"
"702","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.009"
"703","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.007"
"704","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.007"
"705","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"706","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.008"
"707","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.003"
"709","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"708","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.003"
"710","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"711","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"712","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"713","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.016"
"714","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.014"
"715","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.006"
"716","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.009"
"718","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"717","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.015"
"719","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.007"
"720","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.01"
"721","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"723","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.007"
"722","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"724","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"725","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.01"
"726","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"727","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.009"
"728","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.012"
"729","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.006"
"730","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"731","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.004"
"732","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.012"
"733","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.009"
"734","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.006"
"735","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.008"
"736","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"737","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"738","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.009"
"739","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.005"
"740","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"741","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.008"
"742","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.004"
"743","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.011"
"744","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.006"
"745","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.007"
"746","false","-4","1","6.2","1","0.4","rational","manual","0.01","1001","QV","0.5","-0.3","false","1000","0.009"
