[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,average payoff
3342,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
3405,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
3468,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
3531,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
3594,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
3657,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
3720,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
3783,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
3846,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
3909,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
3972,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4035,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4098,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4161,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4224,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4287,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4350,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4413,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4476,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4539,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4602,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4665,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4728,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4791,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.998,0.9994
4854,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4917,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
4980,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
5043,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5106,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5169,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5232,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.998,0.9994
5295,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
5358,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
5421,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5484,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5547,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
5610,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.998,0.9994
5673,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.998,0.9994
5736,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5799,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5862,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
5925,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.998,0.9994
5988,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
6051,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.999,0.9994
6114,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,0.998,0.9994
6177,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
6240,FALSE,0.1,1,0,rational,manual,0.01,1001,QV,0.5,-1,FALSE,1000,1,0.9994
4,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94573
67,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.958,0.94573
130,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94573
193,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.934,0.94573
256,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94573
319,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.954,0.94573
382,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.933,0.94573
445,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.956,0.94573
508,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.942,0.94573
571,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94573
634,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
697,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94573
760,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94573
823,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.943,0.94573
886,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94573
949,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.939,0.94573
1012,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.937,0.94573
1075,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.934,0.94573
1138,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
1201,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.943,0.94573
1264,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.937,0.94573
1327,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.943,0.94573
1390,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94573
1453,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.937,0.94573
1516,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.955,0.94573
1579,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.959,0.94573
1642,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94573
1705,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94573
1768,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94573
1831,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.94,0.94573
1894,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94573
1957,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
2020,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94573
2083,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94573
2146,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94573
2209,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94573
2272,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94573
2335,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94573
2398,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.938,0.94573
2461,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94573
2524,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.939,0.94573
2587,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.943,0.94573
2650,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94573
2713,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94573
2776,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94573
2839,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.942,0.94573
2902,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.956,0.94573
2965,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94573
3028,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94573
3091,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.935,0.94573
3154,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.932,0.94573
3217,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.938,0.94573
3280,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.957,0.94573
3343,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94573
3406,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.931,0.94573
3469,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94573
3532,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94573
3595,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94573
3658,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
3721,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.942,0.94573
3784,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94573
3847,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.942,0.94573
3910,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94573
3973,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.962,0.94573
4036,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94573
4099,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.939,0.94573
4162,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94573
4225,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94573
4288,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94573
4351,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94573
4414,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94573
4477,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94573
4540,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94573
4603,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
4666,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94573
4729,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.94,0.94573
4792,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94573
4855,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.928,0.94573
4918,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
4981,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
5044,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.954,0.94573
5107,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.934,0.94573
5170,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.938,0.94573
5233,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94573
5296,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94573
5359,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.938,0.94573
5422,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94573
5485,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.943,0.94573
5548,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.956,0.94573
5611,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94573
5674,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94573
5737,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94573
5800,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.937,0.94573
5863,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
5926,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.937,0.94573
5989,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94573
6052,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.96,0.94573
6115,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94573
6178,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94573
6241,FALSE,0,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94573
5,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94766
68,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94766
131,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.954,0.94766
194,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.939,0.94766
257,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94766
320,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.936,0.94766
383,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94766
446,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94766
509,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94766
572,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
635,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.942,0.94766
698,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94766
761,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94766
824,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94766
887,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94766
950,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.937,0.94766
1013,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94766
1076,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94766
1139,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94766
1202,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94766
1265,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
1328,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94766
1391,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94766
1454,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.932,0.94766
1517,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.962,0.94766
1580,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.961,0.94766
1643,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94766
1706,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94766
1769,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
1832,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94766
1895,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.957,0.94766
1958,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.958,0.94766
2021,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94766
2084,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.959,0.94766
2147,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94766
2210,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94766
2273,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94766
2336,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.934,0.94766
2399,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.959,0.94766
2462,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94766
2525,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94766
2588,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94766
2651,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
2714,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94766
2777,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94766
2840,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.956,0.94766
2903,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94766
2966,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
3029,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.965,0.94766
3092,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
3155,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
3218,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94766
3281,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.934,0.94766
3344,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94766
3407,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.94,0.94766
3470,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.94,0.94766
3533,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.933,0.94766
3596,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.943,0.94766
3659,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.955,0.94766
3722,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.939,0.94766
3785,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
3848,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94766
3911,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94766
3974,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.961,0.94766
4037,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94766
4100,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
4163,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94766
4226,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94766
4289,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.946,0.94766
4352,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.927,0.94766
4415,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.953,0.94766
4478,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.966,0.94766
4541,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94766
4604,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
4667,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94766
4730,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.959,0.94766
4793,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.948,0.94766
4856,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94766
4919,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94766
4982,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.957,0.94766
5045,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.949,0.94766
5108,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.944,0.94766
5171,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
5234,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.963,0.94766
5297,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94766
5360,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.95,0.94766
5423,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
5486,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.962,0.94766
5549,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.958,0.94766
5612,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.943,0.94766
5675,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.941,0.94766
5738,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.931,0.94766
5801,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.945,0.94766
5864,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.947,0.94766
5927,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.952,0.94766
5990,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.951,0.94766
6053,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.958,0.94766
6116,FALSE,0.02,1,0,rational,manual,0.01,1001,QV,0.5,-0.9,FALSE,1000,0.93,0.94766
