u,v
-0.034029691,-0.125446437
-0.021628919,-0.07297224
0.024441751,0.090569342
0.043875573,0.141494031
-0.055458032,-0.16736621
-0.03921632,-0.11788976
-0.033937035,-0.164644543
0.045962615,0.135661681
-0.020603995,-0.088798353
-0.078390323,-0.36412169
0.004477339,0.010655596
-0.038528794,-0.14264859
-0.063559108,-0.346458819
-0.076920128,-0.301691507
-0.049079969,-0.203955807
0.087127032,0.225047257
0.031931235,0.084008661
0.065988278,0.292832047
-0.033253278,-0.12556864
0.044901911,0.118561092
0.007140281,0.026377476
-0.065543407,-0.212178671
0.002835494,0.009238152
-0.021019592,-0.084585804
0.017045676,0.049921684
0.066656309,0.192919036
0.057899262,0.251337197
0.023158064,0.088683535
-0.028894714,-0.063011411
-0.081081289,-0.30387836
0.058125669,0.251353073
0.040437222,0.106785376
-0.047635124,-0.149144945
0.038507515,0.16082319
-0.072767548,-0.315343437
-0.029728286,-0.078771684
-0.031690983,-0.094996331
-0.047267439,-0.153309355
0.215262784,0.665172519
-0.114933547,-0.544805911
0.029913205,0.128801878
0.064156101,0.204820886
-0.067854999,-0.273266143
0.074942134,0.329872751
-0.033359271,-0.124006583
0.008215263,0.026124473
-0.062045992,-0.17372274
-0.035221328,-0.100051351
-0.042484441,-0.196547083
0.065938414,0.215463545
0.068285115,0.262663561
0.102204315,0.325188044
-0.032078916,-0.080066854
0.034865599,0.125052007
0.053913794,0.22462909
-0.062808028,-0.228013598
0.062941615,0.17565815
0.022946585,0.114366701
-0.062141537,-0.1368379
0.077795047,0.340309844
0.063306366,0.217717735
0.067361156,0.215497494
0.051297129,0.154313125
0.112306106,0.405751231
-0.016955167,-0.048310381
-0.053940409,-0.301075156
-0.073182482,-0.247381782
0.545016069,0.821507707
-0.063766974,-0.185333233
0.081062475,0.325814803
0.046019561,0.183444576
-0.067040864,-0.336488
-0.055702906,-0.205202167
0.033712267,0.095727882
0.183689989,0.586521321
-0.038783726,-0.082561589
0.0516266,0.159555329
-0.024298014,-0.06890007
-0.06725705,-0.190643556
0.05214582,0.183555104
0.105117661,0.280473139
-0.048295119,-0.119479335
-0.101877252,-0.449876355
