[run number],number-of-voters,minority-fraction,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,calibration,marginal-pivotality,variance-of-perceived-pivotality,mpp-divided,limit-votes?,payoff-include-votes-cost?,voting-mechanism,[step],mean payoff-sign-list,mean payoff-list,standard-deviation payoff-list,mean vote-sum-list,standard-deviation vote-sum-list,mean mean-median-same-sign-list
320,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,QV,1000,1,111.260043,38.87455941,55.6624133,20.56755001,0.116
323,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,1p1v,1000,0.096,-83.1716838,83.71432695,-40.6,31.81465342,0.096
322,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,QV,1000,0.998,109.5257038,39.54222838,5.44226305,2.086305446,0.106
325,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,1p1v,1000,0.1,-82.39247339,86.65485378,-40.876,31.19830056,0.1
324,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,QV,1000,1,111.2729141,40.44804437,0.553821071,0.212332691,0.117
327,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,1p1v,1000,0.1,-80.39178533,86.25026821,-40.432,32.45678386,0.1
326,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,QV,1000,1,111.2900164,38.84762407,55.96358018,21.13915355,0.093
329,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,1p1v,1000,0.106,-82.2937625,84.95386169,-39.006,30.98263849,0.106
328,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,QV,1000,0.997,109.847351,38.40553476,5.479666937,2.005532447,0.086
331,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,1p1v,1000,0.091,-84.42542357,82.46032547,-40.542,31.83771154,0.091
330,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,QV,1000,0.998,111.3624689,39.00132305,0.559917286,0.210616847,0.105
332,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,QV,1000,0.999,111.8605345,40.38064766,55.98778796,22.00282263,0.116
333,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,1p1v,1000,0.107,-80.81949326,87.63866757,-40.086,30.49266152,0.107
335,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,1p1v,1000,0.099,-83.52798649,85.38574748,-39.508,31.85876515,0.099
334,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,QV,1000,1,112.5503779,38.86284047,5.626911964,2.149139742,0.111
337,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,1p1v,1000,0.107,-79.86402732,85.35110274,-39.652,31.03756154,0.107
336,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,QV,1000,1,110.215563,37.72291232,0.553493413,0.213329378,0.077
339,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,1p1v,1000,0.102,-82.24231599,84.89789714,-39.794,31.78515156,0.102
338,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,QV,1000,0.999,111.1044088,40.80696023,55.78811152,22.64691326,0.113
341,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,1p1v,1000,0.103,-79.61533129,84.45020813,-41.132,31.83274886,0.103
340,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,QV,1000,0.999,109.7644026,38.67594115,5.518774901,2.136898246,0.104
343,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,1p1v,1000,0.101,-80.16997262,84.45772851,-40.654,32.86098185,0.101
342,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,QV,1000,0.999,109.1170868,39.7126627,0.544495244,0.220851237,0.08
345,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,1p1v,1000,0.103,-82.85667671,87.0232727,-40.388,31.89035043,0.103
344,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,QV,1000,0.997,111.2522937,40.51561042,55.61155623,23.10910237,0.114
346,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,QV,1000,0.998,109.9306211,40.23379172,5.521451838,2.25328458,0.111
347,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,1p1v,1000,0.114,-76.96544581,89.63361515,-39.762,32.69452994,0.114
349,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,1p1v,1000,0.104,-79.88288545,84.9770743,-39.632,31.29312761,0.104
348,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,QV,1000,0.997,111.3638677,40.61260567,0.551450803,0.226456964,0.111
350,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,QV,1000,0.996,109.5406207,39.71258192,55.06400342,22.4431556,0.095
351,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,1p1v,1000,0.104,-81.05405458,84.83100617,-40.016,31.7836742,0.104
353,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,1p1v,1000,0.112,-78.28147781,86.98269431,-40.176,31.53238518,0.112
352,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,QV,1000,0.994,112.1130932,39.55653941,5.662879786,2.307700262,0.121
354,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,QV,1000,0.998,113.4672981,39.69050535,0.562894118,0.218542088,0.115
355,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,1p1v,1000,0.092,-84.34245221,83.87347818,-41.848,31.60581946,0.092
357,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,1p1v,1000,0.091,-86.64550315,82.25019593,-40.358,31.13045038,0.091
356,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,QV,1000,0.997,111.2985243,40.49999145,56.14599067,23.06311732,0.104
359,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,1p1v,1000,0.108,-82.37058758,88.45394945,-39.58,30.87148601,0.108
358,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,QV,1000,0.997,112.6091082,39.73294278,5.669082375,2.245723005,0.096
360,1001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,QV,1000,0.998,110.1168006,40.20401242,0.548070515,0.224900676,0.107
361,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,1p1v,1000,0.003,-550.8782368,112.5594162,-199.322,72.85245223,0.003
362,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,QV,1000,1,551.8043657,89.74079921,275.9021829,44.87039961,0.002
363,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,1p1v,1000,0.003,-547.8634357,111.3834644,-201.242,70.48461901,0.003
364,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,QV,1000,1,555.010245,88.80790652,27.75051225,4.440395326,0.002
365,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,1p1v,1000,0.003,-556.4490165,112.3052628,-199.338,69.52556048,0.003
366,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,QV,1000,1,557.7263741,89.8339495,2.788631871,0.449169748,0.002
367,5001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,1p1v,1000,0,-555.0765045,91.4274588,-202.382,72.50339867,0
368,5001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,QV,1000,1,556.9056227,86.40185799,278.382171,43.1281578,0.003
369,5001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,1p1v,1000,0.002,-556.3461749,106.4727198,-199.62,71.72475193,0.002
370,5001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,QV,1000,1,554.5677691,87.62050735,27.73453643,4.383171075,0.001
371,5001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,1p1v,1000,0,-550.5209955,85.98874914,-204.604,70.86048541,0
373,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,1p1v,1000,0,-557.3622787,88.13355367,-199.372,71.09849937,0
372,5001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,QV,1000,1,557.7746095,86.44905702,2.788911569,0.432266805,0.001
375,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,1p1v,1000,0.002,-548.0177696,108.3870593,-199.832,71.4282421,0.002
374,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,QV,1000,1,552.2729552,87.50435099,276.1469226,43.93033975,0.003
376,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,QV,1000,1,556.6344204,86.26384506,27.82876468,4.318327407,0.001
377,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,1p1v,1000,0.003,-554.8615406,111.6215307,-198.384,73.47409739,0.003
379,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,1p1v,1000,0.002,-553.4989772,106.0793288,-198.522,69.61434962,0.002
378,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,QV,1000,1,555.6974439,89.47229352,2.778342865,0.448474322,0.005
381,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,1p1v,1000,0.005,-550.447902,125.5471707,-197.15,71.61937472,0.005
380,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,QV,1000,1,555.177195,87.31505092,278.0288292,44.47118516,0.002
383,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,1p1v,1000,0,-553.991313,86.65363528,-203.878,68.83710964,0
382,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,QV,1000,1,556.8345863,85.40599322,27.85140253,4.334140895,0
385,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,1p1v,1000,0.003,-550.0434349,109.9525034,-199.832,70.42928411,0.003
384,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,QV,1000,1,557.525941,89.46690794,2.786269016,0.456681887,0.001
387,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,1p1v,1000,0.001,-554.957948,97.50822561,-199.062,69.27295936,0.001
386,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,QV,1000,1,553.3385274,85.95145927,276.7416572,44.69323366,0.004
389,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,1p1v,1000,0.002,-557.3068839,102.0231342,-198.704,72.06959422,0.002
388,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,QV,1000,1,549.5514873,86.33792257,27.55142437,4.525632818,0.003
391,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,1p1v,1000,0.001,-553.2515992,94.22808911,-201.342,68.7485083,0.001
390,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,QV,1000,1,554.1432653,88.67285958,2.776261239,0.459234571,0.006
393,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,1p1v,1000,0.003,-550.4566605,109.1049195,-199.62,72.09597374,0.003
392,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,QV,1000,1,553.073302,89.2736058,276.3423945,47.77269825,0
394,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,QV,1000,1,558.4627701,91.30612284,27.9370407,4.791693837,0.002
395,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,1p1v,1000,0.003,-553.283252,111.22091,-197.884,72.36446061,0.003
397,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,1p1v,1000,0.003,-552.8120486,111.1132186,-202.56,71.78567812,0.003
396,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,QV,1000,1,554.2043172,86.7788305,2.770076022,0.462129999,0.001
399,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,1p1v,1000,0.001,-553.5276499,94.49634565,-199.328,69.42754929,0.001
398,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,QV,1000,1,557.5348656,91.81519826,279.3225861,48.74997327,0.002
401,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,1p1v,1000,0.003,-557.288022,111.2355553,-196.722,68.5102355,0.003
400,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,QV,1000,1,556.983535,87.68862303,27.86992111,4.720467338,0.003
403,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,1p1v,1000,0.001,-558.8749199,96.71956056,-199.842,71.27074122,0.001
402,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,QV,1000,1,556.5323781,88.63709581,2.787273772,0.476457215,0.005
405,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,1p1v,1000,0.002,-552.9825219,108.3408747,-203.844,67.13003878,0.002
404,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,QV,1000,1,558.047482,89.47801997,277.721329,48.72816451,0.003
407,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,1p1v,1000,0.002,-550.0405282,102.5812604,-199.164,68.1682919,0.002
406,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,QV,1000,1,556.9297718,85.76435441,27.89192292,4.817489695,0.004
408,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,QV,1000,1,556.2914612,84.31522668,2.791306131,0.468727657,0.001
409,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,1p1v,1000,0.002,-550.1454634,107.3748516,-198.032,68.66528889,0.002
411,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,1p1v,1000,0.001,-557.9855512,96.49782222,-197.748,72.1810127,0.001
410,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,QV,1000,1,556.1152635,84.41564605,278.1029664,46.39005569,0.003
413,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,1p1v,1000,0.003,-551.6326754,112.1476467,-201.12,70.92503056,0.003
412,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,QV,1000,1,559.3900117,86.27113234,27.94544736,4.761802484,0
415,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,1p1v,1000,0.003,-550.3532515,108.0933053,-201.406,69.19314167,0.003
414,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,QV,1000,1,560.6837551,87.6822468,2.79487621,0.490770765,0.001
417,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,1p1v,1000,0.001,-560.847772,95.10545657,-200.148,68.5782551,0.001
416,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,QV,1000,1,554.2212986,85.81978891,278.3891364,49.16992159,0.003
419,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,1p1v,1000,0.004,-549.6002026,116.6616104,-199.246,67.70393864,0.004
418,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,10,FALSE,FALSE,QV,1000,1,558.5674829,87.70630473,27.94430948,5.08942904,0.001
421,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,1p1v,1000,0.002,-552.9176832,108.7075057,-199.61,70.5315149,0.002
420,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,100,FALSE,FALSE,QV,1000,1,554.4690539,86.693121,2.769433899,0.488839219,0.002
423,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,1p1v,1000,0.001,-552.2906212,96.39869144,-201.326,69.012901,0.001
422,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,1,FALSE,FALSE,QV,1000,1,554.158839,88.22232533,277.0934309,50.30222433,0
425,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,1p1v,1000,0.003,-551.2613478,111.5548361,-199.098,69.10671555,0.003
424,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,10,FALSE,FALSE,QV,1000,1,556.5179462,89.39445347,27.84997586,5.073272431,0.001
426,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.08,100,FALSE,FALSE,QV,1000,1,557.84077,88.41037005,2.807482824,0.509506534,0.008
427,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,1p1v,1000,0.004,-554.1423292,114.1561151,-197.642,72.84445175,0.004
429,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,1p1v,1000,0.001,-552.1226038,96.13380368,-200.756,68.41184579,0.001
428,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,1,FALSE,FALSE,QV,1000,1,558.9277513,89.87114272,279.7550753,51.07052353,0.001
431,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,1p1v,1000,0.001,-556.7602297,95.94823609,-198.194,69.14685569,0.001
430,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,10,FALSE,FALSE,QV,1000,1,556.7848162,87.78569563,27.74084763,5.211798609,0.006
432,5001,0,0,1,10,1,1. prop8-mean>0,0.5,0.083,100,FALSE,FALSE,QV,1000,1,561.4029457,87.6811377,2.805372016,0.483471804,0.005
433,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,1p1v,1000,0,-1116.628915,126.3935498,-394.74,103.6507399,0
434,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0,1,FALSE,FALSE,QV,1000,1,1107.227686,119.9090829,553.613843,59.95454143,0
435,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,1p1v,1000,0,-1105.899053,125.0821935,-405.872,98.71969,0
436,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0,10,FALSE,FALSE,QV,1000,1,1116.761182,127.1592113,55.83805911,6.357960567,0
437,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,1p1v,1000,0,-1114.690454,124.4907246,-398.172,99.25876646,0
438,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0,100,FALSE,FALSE,QV,1000,1,1114.072854,125.5801569,5.57036427,0.627900785,0
439,10001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,1p1v,1000,0,-1111.67705,120.6218472,-398.186,100.3557506,0
440,10001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,1,FALSE,FALSE,QV,1000,1,1109.233482,125.200793,554.6521956,62.65012032,0.001
441,10001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,1p1v,1000,0,-1109.324305,125.8234987,-405.338,100.4959959,0
442,10001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,10,FALSE,FALSE,QV,1000,1,1108.768717,125.1878728,55.43141135,6.266506728,0
443,10001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,1p1v,1000,0,-1113.368651,127.2781484,-397.276,97.84490508,0
444,10001,0,0,1,10,1,1. prop8-mean>0,0.5,3.00E-04,100,FALSE,FALSE,QV,1000,1,1111.910788,125.0908337,5.559572067,0.625042908,0
445,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,1p1v,1000,0,-1120.9362,127.0970651,-400.822,98.02451286,0
447,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,1p1v,1000,0,-1107.571867,128.503525,-401.782,100.5941532,0
446,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,1,FALSE,FALSE,QV,1000,1,1118.989758,123.4308486,559.477638,61.75640348,0
449,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,1p1v,1000,0.001,-1114.485352,144.3344472,-396.22,98.01194796,0.001
448,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,10,FALSE,FALSE,QV,1000,1,1114.527159,122.5067713,55.6991938,6.142686206,0
451,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,1p1v,1000,0,-1117.852962,128.6752144,-398.644,100.461205,0
450,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.001,100,FALSE,FALSE,QV,1000,1,1110.526218,120.7787807,5.552757035,0.60405196,0
453,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,1p1v,1000,0,-1117.884599,126.3911133,-394.266,96.19437927,0
452,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,1,FALSE,FALSE,QV,1000,1,1116.042249,125.8519286,558.538607,64.53343035,0
455,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,1p1v,1000,0,-1112.20754,123.6386372,-400.31,98.52985351,0
454,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,10,FALSE,FALSE,QV,1000,1,1106.308564,123.0484016,55.36328786,6.277065456,0
457,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,1p1v,1000,0,-1110.781469,124.6226786,-401.7,101.2410972,0
456,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.01,100,FALSE,FALSE,QV,1000,1,1113.960493,118.4320052,5.573633625,0.604823486,0
459,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,1p1v,1000,0,-1107.571828,123.1275704,-400.336,99.77684362,0
458,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,1,FALSE,FALSE,QV,1000,1,1115.612832,122.7706094,557.5031725,63.69530487,0
461,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,1p1v,1000,0,-1112.108863,126.1143854,-402.456,101.5758126,0
460,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,10,FALSE,FALSE,QV,1000,1,1108.260103,122.7146103,55.42359077,6.496751457,0
463,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,1p1v,1000,0,-1108.543701,128.0339727,-403.846,99.29323961,0
462,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.02,100,FALSE,FALSE,QV,1000,1,1116.375385,120.3710872,5.585279967,0.625323262,0
465,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,1p1v,1000,0,-1112.835217,123.2612877,-400.13,101.4771339,0
464,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,1,FALSE,FALSE,QV,1000,1,1113.041922,123.2065567,556.5704067,64.93543476,0
466,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,10,FALSE,FALSE,QV,1000,1,1120.836806,122.5528697,56.04693053,6.53081905,0
467,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,1p1v,1000,0,-1108.428696,126.6914478,-398.79,98.77909298,0
469,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,1p1v,1000,0,-1112.493971,126.4434984,-395.91,103.6891476,0
468,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.03,100,FALSE,FALSE,QV,1000,1,1112.759829,123.9575996,5.553343617,0.663094613,0
471,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,1p1v,1000,0,-1106.733932,128.6669147,-402.04,100.6465903,0
470,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,1,FALSE,FALSE,QV,1000,1,1114.207611,120.2447254,557.1720434,63.86857414,0
473,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,1p1v,1000,0,-1107.515498,128.415919,-399.716,100.3899072,0
472,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,10,FALSE,FALSE,QV,1000,1,1110.099946,124.29101,55.6310284,6.700973834,0
475,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,1p1v,1000,0.001,-1113.197662,150.5522217,-394.612,101.3390698,0.001
474,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.04,100,FALSE,FALSE,QV,1000,1,1111.638728,121.3654081,5.562136711,0.658697605,0
477,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,1p1v,1000,0,-1110.345308,120.792064,-403.972,99.29879892,0
476,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,1,FALSE,FALSE,QV,1000,1,1107.811697,128.5920289,555.1576796,71.07602283,0
479,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,1p1v,1000,0,-1109.854325,127.2107085,-398.686,100.5053567,0
478,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,10,FALSE,FALSE,QV,1000,1,1110.98648,126.919582,55.52817347,6.939353757,0
481,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,1p1v,1000,0,-1109.825031,122.4892331,-400.178,98.07594612,0
480,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.05,100,FALSE,FALSE,QV,1000,1,1114.969665,123.2343123,5.573870706,0.673617744,0
483,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,1p1v,1000,0,-1112.51169,120.8693339,-403.704,102.235319,0
482,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,1,FALSE,FALSE,QV,1000,1,1119.189509,121.7588119,560.8342138,67.88889064,0
484,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,10,FALSE,FALSE,QV,1000,1,1109.44169,124.7515369,55.62705938,7.068767501,0
485,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.06,100,FALSE,FALSE,1p1v,1000,0,-1113.644318,126.8483827,-401.476,97.9600408,0
487,10001,0,0,1,10,1,1. prop8-mean>0,0.5,0.07,1,FALSE,FALSE,1p1v,1000,0,-1111.969256,123.1513214,-402.428,99.35475924,0
